City Name,Type,Name,Price,Price Level,Rating,Review Number,Web Link
Bangkok,Restaurant,Kurissara Thai Cuisine,,$,5,204,https://www.tripadvisor.com/Restaurant_Review-g293916-d12369367-Reviews-Kurissara_Thai_Cuisine-Bangkok.html
Bangkok,Restaurant,The Sixth,,$,5,184,https://www.tripadvisor.com/Restaurant_Review-g293916-d10637904-Reviews-The_Sixth-Bangkok.html
Bangkok,Restaurant,Home Cafe Tha Tien,,$,4.5,264,https://www.tripadvisor.com/Restaurant_Review-g293916-d9880447-Reviews-Home_Cafe_Tha_Tien-Bangkok.html
Bangkok,Restaurant,Ama,,$,4.5,481,https://www.tripadvisor.com/Restaurant_Review-g293916-d3743575-Reviews-Ama-Bangkok.html
Bangkok,Restaurant,Tsu Japanese Restaurant - at the JW Marriott Hotel Bangkok,,$$$$,4.5,974,https://www.tripadvisor.com/Restaurant_Review-g293916-d953542-Reviews-Tsu_Japanese_Restaurant_at_the_JW_Marriott_Hotel_Bangkok-Bangkok.html
Bangkok,Restaurant,Nami Teppanyaki Steakhouse - at the JW Marriott Hotel Bangkok,,$$$$,5,"1,307",https://www.tripadvisor.com/Restaurant_Review-g293916-d1906434-Reviews-Nami_Teppanyaki_Steakhouse_at_the_JW_Marriott_Hotel_Bangkok-Bangkok.html
Bangkok,Restaurant,DID - Dine in the Dark,,$$$$,4.5,691,https://www.tripadvisor.com/Restaurant_Review-g293916-d7365418-Reviews-DID_Dine_in_the_Dark-Bangkok.html
Bangkok,Restaurant,Marriott Cafe - at the JW Marriott Hotel Bangkok,,$$ - $$$,4.5,504,https://www.tripadvisor.com/Restaurant_Review-g293916-d797417-Reviews-Marriott_Cafe_at_the_JW_Marriott_Hotel_Bangkok-Bangkok.html
Bangkok,Restaurant,Colonnade,,$$$$,4.5,278,https://www.tripadvisor.com/Restaurant_Review-g293916-d3245859-Reviews-Colonnade-Bangkok.html
Bangkok,Restaurant,Momo Cafe at Courtyard by Marriott Bangkok,,$$ - $$$,4.5,"1,132",https://www.tripadvisor.com/Restaurant_Review-g293916-d3713778-Reviews-Momo_Cafe_at_Courtyard_by_Marriott_Bangkok-Bangkok.html
Bangkok,Restaurant,Snooze Coffee House,,$$ - $$$,4.5,311,https://www.tripadvisor.com/Restaurant_Review-g293916-d9700160-Reviews-Snooze_Coffee_House-Bangkok.html
Bangkok,Restaurant,Konnichipan,,$,4.5,189,https://www.tripadvisor.com/Restaurant_Review-g293916-d7119491-Reviews-Konnichipan-Bangkok.html
Beijing,Tourism,"Mutianyu Great Wall, Summer Palace",88,,5,93,https://www.tripadvisor.com/AttractionProductReview-g294212-d11459745-All_Inclusive_Private_Day_Tour_to_Great_Wall_and_Summer_Palace-Beijing.html
Beijing,Tourism,Mutianyu Great Wall and Beijing City,98,,4,67,
Beijing,Tourism,"Beijing Forbidden City, Tiananmen",129,,5,95,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455267-Beijing_Forbidden_City_Tour_with_Great_Wall_Hiking_at_Mutianyu-Beijing.html
Beijing,Tourism,Great Wall at Badaling and Ming Tombs,72.99,,4.5,435,
Beijing,Tourism,Private Mutianyu Great Wall Trip with,45,,5,99,
Beijing,Tourism,"Tiananmen Square, Forbidden City",78,,5,34,
Beijing,Tourism,"Mutianyu Great Wall, Summer Palace",88,,5,93,https://www.tripadvisor.com/AttractionProductReview-g294212-d11459745-All_Inclusive_Private_Day_Tour_to_Great_Wall_and_Summer_Palace-Beijing.html
Beijing,Tourism,Great Wall at Mutianyu Small-Group,80,,5,30,
Beijing,Tourism,Great Wall of China at Mutianyu Tour,64.99,,4,343,
Beijing,Tourism,"Beijing's Forbidden City, Tiananmen",82.99,,4,314,
Beijing,Tourism,Great Wall at Badaling and Ming Tombs,72.99,,4.5,435,
Beijing,Tourism,"Beijing Forbidden City, Tiananmen",129,,5,95,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455267-Beijing_Forbidden_City_Tour_with_Great_Wall_Hiking_at_Mutianyu-Beijing.html
Beijing,Tourism,Mutianyu Great Wall and Beijing City,98,,4,67,
Beijing,Tourism,Private Beijing Tour: Temple of,122,,5,33,
Beijing,Tourism,"Tiananmen Sq., Forbidden City, Temple",140,,5,55,
Beijing,Tourism,"Beijing Lama Temple, Panda Garden and",108.99,,4.5,21,
Beijing,Tourism,Terracotta Warriors Essential Full,108.99,,4.5,157,
Beijing,Tourism,Beijing Day Trip of Mutianyu Great,39,,4,35,
Beijing,Tourism,Beijing History Tour: Summer Palace,54.99,,4.5,148,
Beijing,Tourism,"Tiananmen Square, Forbidden City",78,,5,34,
Beijing,Tourism,Private Mutianyu Great Wall Trip with,45,,5,99,
Beijing,Tourism,Coach Tour: Simatai Great Wall And,55,,5,12,
Beijing,Tourism,Mutianyu Great Wall of China Private,46,,5,17,https://www.tripadvisor.com/AttractionProductReview-g294212-d11472278-Beijing_Mutianyu_Great_Wall_Private_Day_Trip_with_English_Speaking_Driver-Beijing.html
Beijing,Tourism,Mutianyu Great Wall Full-Day Private,50,,5,14,
Beijing,Tourism,Xi'an Tour from Beijing by Air with,768,,5,17,
Beijing,Tourism,Mutianyu Great Wall Private Tour with,100,,5,72,
Beijing,Tourism,Private Beijing Tour: Temple of,122,,5,33,
Beijing,Tourism,Private Mutianyu Great Wall Day Tour,40,,5,20,
Beijing,Tourism,Great Wall Hike: Simatai West to,136,,5,103,
Beijing,Tourism,Beijing History Tour: Summer Palace,54.99,,4.5,148,
Beijing,Tourism,Private Great Wall Hiking from,68,,5,30,
Beijing,Tourism,Small Group Tour: Enjoy Your Day on,40,,5,31,https://www.tripadvisor.com/AttractionProductReview-g294212-d12148370-Small_Group_Tour_Enjoy_Your_Day_on_Mutianyu_Great_Wall_including_Lunch-Beijing.html
Beijing,Tourism,Beijing Day Trip of Mutianyu Great,39,,4,35,
Beijing,Tourism,Beijing Private Tour: Temple of,140,,5,14,
Beijing,Tourism,Private Cultural Tour: Hutong,70,,4.5,14,
Beijing,Tourism,3-Day Coach Tour including Great,258,,4,10,
Beijing,Tourism,Mutianyu Great Wall and Beijing City,98,,4,67,
Beijing,Tourism,3-Day Beijing Sightseeing Private,235,,5,16,
Beijing,Tourism,8-Day Small-Group China Tour: Beijing,"1,190.00",,5,20,
Beijing,Tourism,Private 8-Day China Tour: Beijing,"1,562.00",,5,1,
Beijing,Tourism,Great Wall at Badaling and Ming Tombs,72.99,,4.5,435,
Beijing,Tourism,Beijing Tour: Badaling Great Wall,86.99,,4.5,187,
Beijing,Tourism,Beijing Highlights Full-Day Bus Tour,28,,4.5,48,
Beijing,Tourism,Forbidden City Tiananmen Square,56.99,,4.5,84,
Beijing,Tourism,"Tiananmen Square, Forbidden City",78,,5,34,
Beijing,Tourism,Great Wall at Mutianyu Small-Group,80,,5,30,
Beijing,Tourism,Full-Day Beijing Experience With,119,,5,24,
Beijing,Tourism,Coach Tour: Simatai Great Wall And,55,,5,12,
Beijing,Restaurant,The Lounge (The Ritz-Carlton Beijing),,$$$$,5,233,https://www.tripadvisor.com/Restaurant_Review-g294212-d7227312-Reviews-The_Lounge_The_Ritz_Carlton_Beijing-Beijing.html
Beijing,Restaurant,Choy's Seafood Restaurant,,$$$$,5,354,https://www.tripadvisor.com/Restaurant_Review-g294212-d3239084-Reviews-Choy_s_Seafood_Restaurant-Beijing.html
Beijing,Restaurant,The Garden Court,,$$$$,5,163,https://www.tripadvisor.com/Restaurant_Review-g294212-d3511957-Reviews-The_Garden_Court-Beijing.html
Beijing,Restaurant,Aroma,,$$$$,5,106,https://www.tripadvisor.com/Restaurant_Review-g294212-d4861457-Reviews-Aroma-Beijing.html
Beijing,Restaurant,Black Sesame Kitchen,,$$ - $$$,4.5,730,https://www.tripadvisor.com/Restaurant_Review-g294212-d1581964-Reviews-Black_Sesame_Kitchen-Beijing.html
Beijing,Restaurant,BeiJing Haidilao Hot Pot (Wangfujing),,$$ - $$$,4.5,566,https://www.tripadvisor.com/Restaurant_Review-g294212-d2264025-Reviews-BeiJing_Haidilao_Hot_Pot_Wangfujing-Beijing.html
Beijing,Restaurant,Siji Minfu Restaurant Peking Roast Duck (Dengshikou),,$$ - $$$,4.5,945,https://www.tripadvisor.com/Restaurant_Review-g294212-d4754416-Reviews-Siji_Minfu_Restaurant_Peking_Roast_Duck_Dengshikou-Beijing.html
Beijing,Restaurant,Na Jia Restaurant (Yong'anli),,$$ - $$$,4.5,306,https://www.tripadvisor.com/Restaurant_Review-g294212-d944947-Reviews-Na_Jia_Restaurant_Yong_anli-Beijing.html
Beijing,Restaurant,Lobby Lounge (JW Marriott Hotel Beijing),,$$ - $$$,5,98,https://www.tripadvisor.com/Restaurant_Review-g294212-d10111018-Reviews-Lobby_Lounge_JW_Marriott_Hotel_Beijing-Beijing.html
Beijing,Restaurant,BLD (Renaissance Beijing Capital Hotel),,$$ - $$$,5,157,https://www.tripadvisor.com/Restaurant_Review-g294212-d7221233-Reviews-BLD_Renaissance_Beijing_Capital_Hotel-Beijing.html
Beijing,Restaurant,The Garden Chinese Restaurant,,$$ - $$$,5,117,https://www.tripadvisor.com/Restaurant_Review-g294212-d10769475-Reviews-The_Garden_Chinese_Restaurant-Beijing.html
Beijing,Restaurant,Fratelli Fresh,,$$ - $$$,4.5,277,https://www.tripadvisor.com/Restaurant_Review-g294212-d3208489-Reviews-Fratelli_Fresh-Beijing.html
Beijing,Restaurant,Mr. Shi's Dumplings,,$,4.5,599,https://www.tripadvisor.com/Restaurant_Review-g294212-d1964873-Reviews-Mr_Shi_s_Dumplings-Beijing.html
Beijing,Restaurant,Grandma's Home (APM),,$,4,313,https://www.tripadvisor.com/Restaurant_Review-g294212-d3167043-Reviews-Grandma_s_Home_APM-Beijing.html
Beijing,Restaurant,Quan Xing Ju Restaurant,,$,4.5,63,https://www.tripadvisor.com/Restaurant_Review-g294212-d2077523-Reviews-Quan_Xing_Ju_Restaurant-Beijing.html
Beijing,Restaurant,Donghuamen Night Market,,$,3.5,238,https://www.tripadvisor.com/Restaurant_Review-g294212-d1204493-Reviews-Donghuamen_Night_Market-Beijing.html
Beijing,Restaurant,"Cepe (The Ritz-Carlton Beijing, Financial Street)",,$$$$,4.5,65,https://www.tripadvisor.com/Restaurant_Review-g294212-d2353607-Reviews-Cepe_The_Ritz_Carlton_Beijing_Financial_Street-Beijing.html
Beijing,Restaurant,China Grill,,$$$$,4,126,https://www.tripadvisor.com/Restaurant_Review-g294212-d1541512-Reviews-China_Grill-Beijing.html
Beijing,Restaurant,The Lobby at The Peninsula Beijing,,$$ - $$$,4,18,https://www.tripadvisor.com/Restaurant_Review-g294212-d2399121-Reviews-The_Lobby_at_The_Peninsula_Beijing-Beijing.html
Beijing,Restaurant,Huang Ting,,$$$$,4,1,https://www.tripadvisor.com/Restaurant_Review-g294212-d11903087-Reviews-Huang_Ting-Beijing.html
Beijing,Restaurant,The Garden Court,,$$$$,5,163,https://www.tripadvisor.com/Restaurant_Review-g294212-d3511957-Reviews-The_Garden_Court-Beijing.html
Beijing,Restaurant,BLD (Renaissance Beijing Capital Hotel),,$$ - $$$,5,157,https://www.tripadvisor.com/Restaurant_Review-g294212-d7221233-Reviews-BLD_Renaissance_Beijing_Capital_Hotel-Beijing.html
Beijing,Restaurant,Lobby Lounge (JW Marriott Hotel Beijing),,$$ - $$$,5,98,https://www.tripadvisor.com/Restaurant_Review-g294212-d10111018-Reviews-Lobby_Lounge_JW_Marriott_Hotel_Beijing-Beijing.html
Beijing,Restaurant,Aroma,,$$$$,5,106,https://www.tripadvisor.com/Restaurant_Review-g294212-d4861457-Reviews-Aroma-Beijing.html
Bengaluru,Tourism,Bangalore's Countryside on a Bicycle,155,,5,3,
Bengaluru,Tourism,Bengaluru Silk Weavers Private,29,,5,4,
Bengaluru,Tourism,Bangalore Private Palaces Tour,48,,4.5,8,
Bengaluru,Tourism,Rich Culture of Bangalore Day Tour,55,,4.5,5,
Bengaluru,Restaurant,Yataii,,$$$$,5,137,https://www.tripadvisor.com/Restaurant_Review-g297628-d9881107-Reviews-Yataii-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Alto Vino,,$$$$,4.5,367,https://www.tripadvisor.com/Restaurant_Review-g297628-d6216640-Reviews-Alto_Vino-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Bene,,$$$$,4.5,296,https://www.tripadvisor.com/Restaurant_Review-g297628-d2234005-Reviews-Bene-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,The Raj Pavilion,,$$$$,4.5,399,https://www.tripadvisor.com/Restaurant_Review-g297628-d5913154-Reviews-The_Raj_Pavilion-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Time Traveller,,$$ - $$$,4.5,784,https://www.tripadvisor.com/Restaurant_Review-g297628-d1389538-Reviews-Time_Traveller-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,b Cafe,,$$$$,4.5,202,https://www.tripadvisor.com/Restaurant_Review-g297628-d8762874-Reviews-B_Cafe-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Brahmin's Coffee Bar,,$,4.5,906,https://www.tripadvisor.com/Restaurant_Review-g297628-d785691-Reviews-Brahmin_s_Coffee_Bar-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Cubbon Pavilion,,$$$$,4.5,296,https://www.tripadvisor.com/Restaurant_Review-g297628-d2652641-Reviews-Cubbon_Pavilion-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Whitefield Bar and Grill,,$$ - $$$,5,155,https://www.tripadvisor.com/Restaurant_Review-g297628-d10318504-Reviews-Whitefield_Bar_and_Grill-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Kava,,$$ - $$$,4.5,192,https://www.tripadvisor.com/Restaurant_Review-g297628-d6376016-Reviews-Kava-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Toit,,$$ - $$$,4.5,"1,823",https://www.tripadvisor.com/Restaurant_Review-g297628-d2057435-Reviews-Toit-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,"Barbeque Nation, Bangalore, India",,$$ - $$$,4.5,323,https://www.tripadvisor.com/Restaurant_Review-g297628-d3972665-Reviews-Barbeque_Nation_Bangalore_India-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Taaza Thindi,,$,4.5,188,https://www.tripadvisor.com/Restaurant_Review-g297628-d7243749-Reviews-Taaza_Thindi-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Brahmin's Coffee Bar,,$,4.5,906,https://www.tripadvisor.com/Restaurant_Review-g297628-d785691-Reviews-Brahmin_s_Coffee_Bar-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Shri Sagar (C.T.R),,$,4.5,556,https://www.tripadvisor.com/Restaurant_Review-g297628-d850324-Reviews-Shri_Sagar_C_T_R-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Veena Store,,$,4.5,277,https://www.tripadvisor.com/Restaurant_Review-g297628-d850372-Reviews-Veena_Store-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,JW Kitchen,,$$$$,4.5,329,https://www.tripadvisor.com/Restaurant_Review-g297628-d4870813-Reviews-JW_Kitchen-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Citrus at the Leela Palace Bangalore,,$$$$,4.5,354,https://www.tripadvisor.com/Restaurant_Review-g297628-d2323087-Reviews-Citrus_at_the_Leela_Palace_Bangalore-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,Le Jardin,,$$$$,4.5,253,https://www.tripadvisor.com/Restaurant_Review-g297628-d1379241-Reviews-Le_Jardin-Bengaluru_Bangalore_District_Karnataka.html
Bengaluru,Restaurant,My Place,,$$$$,4.5,117,https://www.tripadvisor.com/Restaurant_Review-g297628-d5238107-Reviews-My_Place-Bengaluru_Bangalore_District_Karnataka.html
Busan,Tourism,Busan City Tour,41,,5,43,
Busan,Tourism,Busan Tour with Gamcheon Culture,129.99,,5,32,
Busan,Tourism,Busan Night Tour Including a Cruise,89.99,,5,9,
Busan,Tourism,Busan Sightseeing Tour with Beomeosa,130,,4.5,8,
Busan,Tourism,Busan City Tour,41,,5,43,
Busan,Tourism,Full-Day Busan Tour Including Haedong,129.99,,5,24,
Busan,Tourism,3-Day Round-Trip Tour from Busan to,479.97,,5,1,
Busan,Tourism,Busan: Rail and Bike Tour,68,,5,1,
Busan,Tourism,Full-Day Busan Tour Including Haedong,129.99,,5,24,
Busan,Tourism,Busan: Rail and Bike Tour,68,,5,1,
Busan,Tourism,Busan City Tour Bus Hop-On Hop-Off,11.04,,,,
Busan,Tourism,3-Day Tour of Eastern Korea from,439,,,,
Busan,Restaurant,Cabinet,,$$$$,4.5,62,https://www.tripadvisor.com/Restaurant_Review-g297884-d8055180-Reviews-Cabinet-Busan.html
Busan,Restaurant,Living Room,,$$$$,4.5,32,https://www.tripadvisor.com/Restaurant_Review-g297884-d6876789-Reviews-Living_Room-Busan.html
Busan,Restaurant,Dining Room,,$$$$,4,36,https://www.tripadvisor.com/Restaurant_Review-g297884-d6876785-Reviews-Dining_Room-Busan.html
Busan,Restaurant,Camellia,,$$$$,4.5,35,https://www.tripadvisor.com/Restaurant_Review-g297884-d4033983-Reviews-Camellia-Busan.html
Busan,Restaurant,The Party Haeundae,,$$ - $$$,4.5,185,https://www.tripadvisor.com/Restaurant_Review-g297884-d3957675-Reviews-The_Party_Haeundae-Busan.html
Busan,Restaurant,Songjeong Samdae Gukbop,,$,4,180,https://www.tripadvisor.com/Restaurant_Review-g297884-d4118373-Reviews-Songjeong_Samdae_Gukbop-Busan.html
Busan,Restaurant,Gaemijip,,$$ - $$$,4,166,https://www.tripadvisor.com/Restaurant_Review-g297884-d3600528-Reviews-Gaemijip-Busan.html
Busan,Restaurant,Ssangdoongi Dwaeji Gukbap,,$,4,154,https://www.tripadvisor.com/Restaurant_Review-g297884-d4033847-Reviews-Ssangdoongi_Dwaeji_Gukbap-Busan.html
Busan,Restaurant,Sushi Berry,,$$ - $$$,4.5,175,https://www.tripadvisor.com/Restaurant_Review-g297884-d5972616-Reviews-Sushi_Berry-Busan.html
Busan,Restaurant,Punjab Indian Restaurant,,$$ - $$$,4.5,141,https://www.tripadvisor.com/Restaurant_Review-g297884-d6591972-Reviews-Punjab_Indian_Restaurant-Busan.html
Busan,Restaurant,Geumsu Bokkuk Main,,$$ - $$$,4,140,https://www.tripadvisor.com/Restaurant_Review-g297884-d3923205-Reviews-Geumsu_Bokkuk_Main-Busan.html
Busan,Restaurant,Anga,,$$ - $$$,4.5,69,https://www.tripadvisor.com/Restaurant_Review-g297884-d4033780-Reviews-Anga-Busan.html
Busan,Restaurant,Jang Su Sam,,$,5,90,https://www.tripadvisor.com/Restaurant_Review-g297884-d8472268-Reviews-Jang_Su_Sam-Busan.html
Busan,Restaurant,Bonjeon Dwaeji Gugbap,,$,4,97,https://www.tripadvisor.com/Restaurant_Review-g297884-d2179316-Reviews-Bonjeon_Dwaeji_Gugbap-Busan.html
Busan,Restaurant,Sinchang Toast,,$,4.5,80,https://www.tripadvisor.com/Restaurant_Review-g297884-d6538724-Reviews-Sinchang_Toast-Busan.html
Busan,Restaurant,Dolgorae Sundubu,,$,4,95,https://www.tripadvisor.com/Restaurant_Review-g297884-d9120080-Reviews-Dolgorae_Sundubu-Busan.html
Busan,Restaurant,Wonjo Jeonbokjuk,,$$ - $$$,4.5,58,https://www.tripadvisor.com/Restaurant_Review-g297884-d4032630-Reviews-Wonjo_Jeonbokjuk-Busan.html
Busan,Restaurant,Jejuga,,$$ - $$$,4,190,https://www.tripadvisor.com/Restaurant_Review-g297884-d2037648-Reviews-Jejuga-Busan.html
Busan,Restaurant,Check in Busan,,$$ - $$$,4.5,31,https://www.tripadvisor.com/Restaurant_Review-g297884-d9461500-Reviews-Check_in_Busan-Busan.html
Busan,Restaurant,Seomjingang Jaecheop,,$$ - $$$,4,50,https://www.tripadvisor.com/Restaurant_Review-g297884-d6538745-Reviews-Seomjingang_Jaecheop-Busan.html
Chiang Mai,Tourism,Chiang Mai Rainforest Canopy Zipline,138.1,,4.5,79,https://www.tripadvisor.com/AttractionProductReview-g293917-d11454965-Chiang_Mai_Rainforest_Canopy_Zipline_Adventure-Chiang_Mai.html
Chiang Mai,Tourism,Doi Inthanon Private Tour with Trek,123.75,,5,20,
Chiang Mai,Tourism,Rainforest Canopy Zipline Adventure,123.4,,4.5,38,
Chiang Mai,Tourism,Doi Suthep Full-Day Trek from Chiang,72.4,,5,15,
Chiang Mai,Tourism,Chiang Rai Small-Group Tour from,62.5,,4.5,93,https://www.tripadvisor.com/AttractionProductReview-g293917-d11480503-Chiang_Rai_Day_Trip_from_Chiang_Mai_City-Chiang_Mai.html
Chiang Mai,Tourism,Chiang Mai Small-Group Cultural Tour,83.4,,5,20,
Chiang Mai,Tourism,Chiang Mai Night Private Tour,64.92,,4.5,23,
Chiang Mai,Tourism,Chiang Rai Temples Private Tour from,129.5,,4.5,11,
Chiang Mai,Tourism,Thai and Akha Cooking Class in Chiang,32,,5,51,
Chiang Mai,Tourism,Half Day Cooking Class Including,26.3,,4.5,24,
Chiang Mai,Tourism,Benny's Home Cooking Chiang Mai,49.3,,5,7,
Chiang Mai,Tourism,Private Half-Day Thai Cooking Class,94.6,,5,1,
Chiang Mai,Tourism,Chiang Mai Rainforest Canopy Zipline,138.1,,4.5,79,https://www.tripadvisor.com/AttractionProductReview-g293917-d11454965-Chiang_Mai_Rainforest_Canopy_Zipline_Adventure-Chiang_Mai.html
Chiang Mai,Tourism,Rainforest Canopy Zipline Adventure,123.4,,4.5,38,
Chiang Mai,Tourism,Full-Day Hike and Zipline Tour in Mae,92.1,,5,5,
Chiang Mai,Tourism,Private Chiang Mai Tour to Bau Thong,138.5,,5,4,
