City Name,Tour Name,Price ($),Rating,Review Number,Web Link
Hong Kong,Avenue of Stars,19.2,4.3,2280,http://you.ctrip.com/sight/hongkong38/26244.html
Hong Kong,Madame Tussauds Hong Kong,29.28,4.6,3440,http://you.ctrip.com/sight/hongkong38/43906.html
Hong Kong,Ling Xiaoge,9.92,4.4,592,http://you.ctrip.com/sight/hongkong38/113372.html
Hong Kong,Central,8.48,4.4,3530,http://you.ctrip.com/sight/hongkong38/56110.html
Hong Kong,Mong Kok,5.44,4.3,1784,http://you.ctrip.com/sight/hongkong38/56106.html
Hong Kong,Wong Tai Sin Temple,1.44,4.4,823,http://you.ctrip.com/sight/hongkong38/3319.html
Hong Kong,Daisen Mountain,82.88,4.4,941,http://you.ctrip.com/sight/hongkong38/64613.html
Hong Kong,Central to Mid-Levels Escalator,23.2,4.4,428,http://you.ctrip.com/sight/hongkong38/26249.html
Hong Kong,Lan Kwai Fong,8.32,4.5,229,http://you.ctrip.com/sight/hongkong38/48810.html
Taipei,Taipei Palace Museum,12.64,4.6,5395,http://you.ctrip.com/sight/taipeicity360/19884.html
Taipei,Taipei 101 Building,17.6,4.5,3895,http://you.ctrip.com/sight/taipeicity360/22898.html
Taipei,Ximending,1.92,4.4,3153,http://you.ctrip.com/sight/taipeicity360/56922.html
Taipei,Shilin Night Market,1.92,4.3,1735,http://you.ctrip.com/sight/taipeicity360/56927.html
Taipei,Chiang Kai-shek Memorial Hall,0.08,4.5,2522,http://you.ctrip.com/sight/taipeicity360/19889.html
Taipei,Sun Yat-sen Memorial Hall,1.6,4.4,1254,http://you.ctrip.com/sight/taipeicity360/19881.html
Taipei,Shilin Residence,42.88,4.4,846,http://you.ctrip.com/sight/taipeicity360/56736.html
Taipei,presidential palace,7.84,4.3,640,http://you.ctrip.com/sight/taipeicity360/139333.html
Taipei,Cat empty,7.84,4.3,584,http://you.ctrip.com/sight/taipeicity360/56814.html
Taipei,Raohe Street Night Market,14.72,4.4,433,http://you.ctrip.com/sight/taipeicity360/123158.html
Taipei,Songshan Cultural and Creative Park,,4.5,251,http://you.ctrip.com/sight/taipeicity360/147594.html
Taipei,Simon Red House,14.72,4.5,1260,http://you.ctrip.com/sight/taipeicity360/142455.html
Taipei,Liberty Square,,4.5,349,http://you.ctrip.com/sight/taipeicity360/146933.html
Taipei,Longshan Temple,1.92,4.5,416,http://you.ctrip.com/sight/taipeicity360/19890.html
Taipei,Taiwan University,1.92,4.6,353,http://you.ctrip.com/sight/taipeicity360/144770.html
Gaoxiong,The Second Art District,3.04,4.5,644,http://you.ctrip.com/sight/gaoxiong756/57314.html
Gaoxiong,Xiziwan Scenic Area,3.04,4.5,688,http://you.ctrip.com/sight/gaoxiong756/22887.html
Gaoxiong,Liuhe Night Market,15.52,4.2,1167,http://you.ctrip.com/sight/gaoxiong756/107417.html
Gaoxiong,Hit the Dog British Consulate,15.52,4.4,808,http://you.ctrip.com/sight/gaoxiong756/67584.html
Gaoxiong,Love River,21.6,4.2,461,http://you.ctrip.com/sight/gaoxiong756/22874.html
Gaoxiong,Cijin Island,3.04,4.4,288,http://you.ctrip.com/sight/gaoxiong756/144776.html
Gaoxiong,Beautiful island light dome,3.04,4.5,1027,http://you.ctrip.com/sight/gaoxiong756/1733062.html
Gaoxiong,Kaohsiung 85 Building,3.04,4.4,311,http://you.ctrip.com/sight/gaoxiong756/57260.html
Gaoxiong,Ruifeng Night Market,21.6,4.4,248,http://you.ctrip.com/sight/gaoxiong756/136504.html
Gaoxiong,Eye of Kaohsiung,,4.4,116,http://you.ctrip.com/sight/gaoxiong756/1788421.html
Gaoxiong,Sun Yat-Sen University of Taiwan,21.6,4.5,164,http://you.ctrip.com/sight/gaoxiong756/1700165.html
Gaoxiong,True love pier,15.84,4.3,136,http://you.ctrip.com/sight/gaoxiong756/136633.html
Gaoxiong,Kaohsiung Harbor,21.6,4.4,587,http://you.ctrip.com/sight/gaoxiong756/57313.html
Gaoxiong,Qijin Lighthouse,0.08,4.3,111,http://you.ctrip.com/sight/gaoxiong756/123224.html
Gaoxiong,Dog Railway Story Museum,,4.3,96,http://you.ctrip.com/sight/gaoxiong756/30049.html
Macau,Macau Tower,13.76,4.7,4924,http://you.ctrip.com/sight/macau39/136025.html
Macau,Ruins of St. Paul&#39;s,1.44,4.5,6410,http://you.ctrip.com/sight/macau39/3399.html
Macau,The Venetian Macao Resort,14.08,4.7,5875,http://you.ctrip.com/sight/macau39/54501.html
Macau,Guan Ye Street,9.12,4.4,2237,http://you.ctrip.com/sight/macau39/132400.html
Macau,Conference booth,1.44,4.4,599,http://you.ctrip.com/sight/macau39/49198.html
Macau,A-Ma Temple,1.44,4.4,614,http://you.ctrip.com/sight/macau39/3381.html
Macau,Black Sand Beach,1.44,4.4,379,http://you.ctrip.com/sight/macau39/5715.html
Macau,Church of Our Lady of the Rosary,1.44,4.4,499,http://you.ctrip.com/sight/macau39/3400.html
Macau,Fort,1.44,4.4,1322,http://you.ctrip.com/sight/macau39/3366.html
Macau,Macao Museum,1.44,4.4,533,http://you.ctrip.com/sight/macau39/45076.html
Macau,Longhua Residential House Museum,1.44,4.4,330,http://you.ctrip.com/sight/macau39/5712.html
Macau,Macau Fisherman&#39;s Wharf,0.0,4.3,601,http://you.ctrip.com/sight/macau39/26487.html
Macau,Civil Administration Department Building,1.44,4.4,343,http://you.ctrip.com/sight/macau39/11273.html
